Country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Chad,44.47374634,57.65706341,45.08043088,33.55365791,38.27612426,27.69147966,26.01268,38.40446227,43.58566353,48.96819799,57.9467162,58.73360857,69.61857829,70.73819048,260.8315464,458.3301975,610.0556797,707.0208097,631.1755918,583.5331924,629.5416504,675.5501084,359.1218871,231.7983792,328.253998,233.5573012,244.9812748,241.8120623,312.7223898,311.4263825,331.746766,338.6864035
"Congo, Dem. Rep.",75.83669734,232.9861144,187.80935597666667,142.6325975533333,97.45583913,80.23216796,24.14985786,87.98822543,69.27456728,83.38042265333333,97.48627802666667,111.5921334,184.9066551,217.0303603,235.5032719,222.348623,159.9528968,172.3128057,270.1517284,309.116418,392.397132,438.4171173,396.9146121,567.7000836,485.1398834,383.1758685,329.8002245,381.2072224,393.7761525,328.1677992,371.0815999,761.0742802
Ivory Coast,187.8500609,186.4616508,164.0146065,160.77914775,157.543689,157.4295395,180.76997298333333,204.11040646666666,227.45083995,250.79127343333334,274.13170691666664,297.4721404,313.8016948,300.4681902,311.0322553,338.6647085,339.3126756,403.2814566,385.6789449,322.8139477,393.2640283,391.3826995,472.6825508,610.3288916,642.7497768,526.0584975,601.2228906,565.185887,613.9264231,597.0508658,607.2456996,636.0498794
Ethiopia,304.37571,336.5388288,310.2472454,261.7030461,304.5642278,560.0698862,1197.633226,1900.433292,1714.131933,1089.077927,905.1661205,770.8705918,836.1701802,839.2010343,758.0018278,694.2686823,555.0393229,549.1846038,555.408921,535.2410841,500.2176427,501.4457793,546.9971387,560.7457696,615.6624783,642.2538823,647.7416541,614.2456936,575.7161,550.7132201,1031.400406,999.1900411
The Gambia,3.082725421,2.165863082,2.028911856,2.353560811,3.253236162,3.502278346,3.50433995,3.140683823,3.30076447,2.861546555,3.079543098,3.333041996,2.969628867,4.165833527,3.742130666,5.136430144,16.5625687,7.86179234,9.569906053333334,11.278019766666667,12.98613348,12.79328528,19.71418679,17.90315357,16.4578578,15.01256203,13.56726626,16.59099592,16.48810512,16.47654633,15.20518055,13.16316774
Ghana,36.57929589,42.78102018,46.55682863,47.51185931,40.03465849,40.14113024,49.931796,56.66692408,70.88170983,41.86472923,48.40081784,58.74521648,54.66178592,54.34789363,58.05363308,89.06767315,77.96789677,90.61531926,86.06676241,159.9969173,246.0124826,181.249737,242.3977954,193.8728177,146.4809082,167.396016,190.0072919,216.1798861,220.7446722,257.8743424,229.2788662,260.2239864
Kenya,735.7079986,614.6638439,511.8427989,587.6592954,686.7653936,652.8310981,614.8960844,598.4735271,642.4524535,739.3290494,795.7591954,803.4230251,792.7725571,836.2401158,827.1108356,926.1389176,883.914971,901.8148889,956.1465834,977.1370881,1104.582431,1090.500572,991.3832325,1069.89161,1151.009839,1181.2223,1211.954481,1163.179782,1150.694332,1182.967065,1155.179523,1091.294289
Lesotho,11.10943403,10.27769695,12.05073507,14.97772937,13.39185176,21.75623681,25.7807675,36.57859959,35.10252671,36.88203159,28.21943709,26.57092577,24.78055587,25.26261209,26.57056299,28.94397237,21.04729832,45.00079107,59.38945698,46.16398712,45.04736131,45.49055354,48.27625697,50.75803449,51.77851934,56.64334884,52.40421339,47.7152484,44.62287979,36.2177029,34.6684999,35.77966194
Madagascar,45.22276784,69.11463934,58.12583556,53.41489599,77.27590363,98.52455369,95.19315965,89.27614768,90.10445805,111.9790041,88.49369992,102.4650751,101.9320745,91.53166358,88.21065139,106.3242805,111.7808006,80.75027243,63.32462708,70.88048704,69.28731237,68.93801175,68.93095307,65.94277906,67.8836302,68.84177598,74.46898791,80.37665978,92.22945336,99.12049979,98.14916922,99.385621
Malawi,19.98312892,20.27407196,19.81222582,12.24274482,16.25578746,20.96617745,16.73584905,16.31808728,13.84824072,14.79836665,16.00301191,16.4306907,27.59442486,45.23279991,37.08651229,38.20333258,46.69291129,57.20923452,48.26759943,49.27755568,56.52927889,88.57344014,65.56706717,51.98468111,52.79811279,65.29624842,71.5601656,95.9210566,103.8507441,94.09447291,117.5469567,122.8677052
Mali,49.93782042,49.93782042,53.41191277,57.29393563,53.90882544,62.63413013,61.99725305,70.01196533,81.19363002,81.65736266,81.2892013,92.93828145,101.1023994,105.9424496,114.8567823,119.3491263,132.2623713,137.5531218,145.0210303,147.2515952,139.8093632,140.6628156,197.8463877,330.67819,395.847362,489.0057301,483.0598985,511.3356209,624.2743198,636.4764973,582.0175525,727.3698364
Mauritania,42.1930117,41.00965555,39.39459678,42.11945889,50.39422074,58.52411867,41.39522314,55.17538757,72.22230717,101.0169016,72.31852883,114.585959,117.866437,99.77602376,116.7302246,0.0,135.3788829,135.8188196,0.0,0.0,161.4928194,159.3291914,155.611354,148.3381723,163.8541884,171.0207482,182.6401725,185.6150122,229.1731019,245.0190962,225.3521355,253.3609464
Mauritius,18.48918969,17.89131343,18.660045,19.32659714,18.06465651,14.98843673,13.79474105,14.48037052,14.99536524,15.14352164,15.49252198,15.90026631,15.03747243,15.30214714,15.00368144,14.64509133,16.24261086,17.49519411,15.89954769,16.3863298,15.71574098,21.59226646,17.75616966,17.36825506,22.45488068,21.66058757,20.98567691,20.36634171,18.88991381,20.53777375,17.88459597,21.36969216
Mozambique,99.52644003,107.3187388,125.8127639,55.91601089,50.74891116,56.32876621,66.94809712,80.31817,83.2022681,94.84169106,98.19346308,97.10161503,106.314321,81.80135443,73.41658662,82.49923837,85.77882875,94.74224869,122.0658699,113.4662828,126.948176,146.7161594,164.3909157,157.939363,172.9393746,174.706606,240.0274329,258.3071556,370.1733708,352.6351061,281.8674604,350.3771645
Namibia,159.5635862,94.18499368,74.15240997,81.66139358,86.73125613,106.6816249,113.2335878,153.337346,138.0611441,162.7323798,160.7513524,158.4157103,167.5799086,185.5144964,195.5389682,218.3232224,273.8161767,288.6650895,314.8476675,332.6640862,327.4731676,345.0408592,507.3884795,556.2641038,493.6772723,448.8087801,429.7026584,410.2230345,407.3089289,383.3561663,367.5974307,359.5274837
Niger,30.57538444,30.57538444,30.57538444,26.22870835,24.09886952,26.56877295,32.70978438,37.34368867,35.79062169,43.79738964,33.76523689,34.08096174,39.69662243,38.14824019,41.27681017666667,44.405380163333334,47.53395015,49.24594665,64.67095829,75.11618336,143.4658015,96.69459634,134.0862019,157.87968195,181.673162,210.7355724,222.2076075,259.0956363,237.9415309,187.606648,242.5070463,308.7318104
Nigeria,757.9126812,1024.516025,718.8750112,828.0751105,702.3572383,755.5068187,964.4221043,1632.096367,1260.353721,1795.037834,2709.605571,1667.930005,1624.913513,1434.711753,1495.433745,1736.774642,2439.40841,2535.162569,2976.510983,3313.652027,2919.086166,2805.97475,2551.358325,2488.768491,2403.300446,2298.57098,2711.757497,2487.648898,3202.421874,5008.224588,3109.384939,3731.181134
Rwanda,137.9902366,133.5529288,45.67077605,77.02193697,109.4991876,100.7814396,110.7714543,112.6676658,95.98864288,97.93592638,92.5932158,86.17354509,75.18921409,72.73939411,80.11301325,74.17578495,78.20611151,80.05865448,81.51751924,82.36099041,80.90115632,83.1045547,94.39442523,110.8630455,117.6710571,122.9424844,131.5435489,138.4280722,159.8908051,187.8088935,176.4316646,170.961581
Senegal,110.2229625,129.593713,105.92863,108.0035308,106.2015298,105.6888682,112.0045385,120.8651257,110.5273,122.0810549,122.4322307,133.0464238,133.6018474,151.6977495,175.8610117,197.6376284,193.4930542,206.7508112,195.1907453,211.5041773,192.7680998,222.9735798,228.6097309,244.5718232,345.0683973,337.899945,401.3992196,385.328204,357.4794067,471.4053216,421.0137438,411.6417474
Seychelles,31.26095258,19.70460387,17.34774295,15.97224532,15.33073453,16.65903253,15.72529719,15.79267095,14.79836023,15.34130922,15.14911516,15.11858855,19.2919821,17.67810302,17.36803462,21.14930349,15.9743539,13.56851839,10.19917237,12.41954435,14.61855069,17.10121959,40.03482525,23.5369562,28.81036995,29.11331693,27.67601794,27.57563872,27.86743533,47.20140278,25.16500411,33.59624544
Sierra Leone,37.25441795,30.3210783,28.65687755,27.65030581,20.34105503,9.661555801,11.99086077,17.44661391,27.99726958,33.25108114,33.08870748,36.10747093,29.32811386,28.71873512,31.97475505,29.94954514,22.48090751,26.52640276,27.59735125,28.72028595,31.43767412,31.63756171,48.63437347,41.13957112,50.47635364,45.82815645,31.80606458,29.00046417,22.5121225,25.48033581,28.00096113,22.17237298
South Africa,3524.560691,3257.193879,3472.830087,3089.44756,2685.264927,2468.509706,2187.257671,2095.990308,2460.050064,2750.641964,3013.989305,2983.345967,3088.367913,3428.696702,3475.936791,3425.058864,3400.44414,3556.869993,3441.728888,3566.092445,3726.9606,3800.562993,3804.609667,3834.9595,3736.179719,3682.586672,3528.672374,3505.634781,3640.877535,3279.162389,3110.121447,2958.561175
Eswatini,28.97321866,33.51561305,34.81724364,35.31319498,36.20999122,35.10015364,39.0565982,40.87822067,39.16950482,36.85825739,37.56775381,43.75082236,48.29559056,63.20933226,62.89394652,64.02052586,71.7823975,78.03745744,86.71400423,84.70402922,74.73041233,78.9846392,79.43480331,80.42028202,94.23405829,86.87272013,90.65194445,87.00247984,84.52346622,78.80949419,74.30152058,72.37714437
Tanzania,194.7348412,128.2339367,119.5467991,154.9923474,152.7497848,163.0130414,177.6584226,176.5657962,188.2895079,218.8287728,213.9923441,194.2780492,198.1810816,213.8210499,233.6403679,244.7910656,248.9409427,277.1696509,358.8512228,386.3321152,392.3499512,453.227768,504.9468782,586.883296,642.2480601,645.0859012,678.6897566,686.0221451,728.5236451,786.4234467,832.2344787,903.0596801
Uganda,109.5913429,112.011464,138.6973532,157.0602692,168.6432844,166.4450248,211.086402,241.6247133,233.7247964,236.0373279,253.1072255,272.6499462,311.7252326,312.5230442,302.1181382,309.0328155,340.5404174,334.7185622,715.9090103,709.7220026,362.3765559,304.2966413,321.9872751,357.3245859,370.986123,405.4237329,480.4305154,736.1781735,1086.837447,1105.670396,924.7558857,931.3219653
Zambia,290.7158075,141.0988938,165.9148818,139.5401639,93.33585496,93.56263086,116.47619143,139.389752,148.02119639999998,156.6526408,165.2840852,173.9155296,182.546974,204.4001403,223.3192333,252.964988,252.01969,237.9332767,264.3474413,277.6491894,309.0668743,333.5122727,410.3489761,438.9839957,357.7895409,348.3103672,399.9597418,349.4844768,310.4510789,285.0061407,326.0787596,398.6772855
Zimbabwe,72.85733845,61.18264234,62.44143322,57.46905301,60.14168651,64.84057084,76.431185785,88.02180073,110.767285,146.0203005,525.9770817,165.5206592,101.8906086,76.34373349,70.65069353,66.9867079225,63.322722315,59.6587367075,55.9947511,109.2521906,168.9439872,186.3030029,192.6661621,202.0249703,195.0981705,181.091241,202.1128098,197.0504695,260.2124071,491.1832443,332.7173373,232.8592798
Belize,8.988085398,10.26066155,12.89031346,12.77174267,11.87108695,13.85870223,12.486320069666666,11.113937909333334,9.741555749,9.845493525,9.920470883,10.59011597,11.04060034,12.6053189,15.5625145,17.03769485,21.78492423,20.32149928,17.88563227,17.69428623,17.24376329,20.04188021,22.18548178,22.15441535,24.23547639,25.44258234,25.68796551,26.83052914,28.55384856,28.37951733,24.190375,25.51770533
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,130.9622695,187.7549397,189.3630828,145.4337204,177.10877,238.4813353,257.0095877,278.9280024,373.8759343,439.493721,407.2138531,303.5769357,268.5508896,332.6008189,320.9399016,321.0444773,368.6438903,362.0968521,389.0648469,370.178014,417.4864672,409.5960399,472.8590232,507.6900821,535.3768148,593.812372,665.472542,699.53141,712.5380581,690.8724467,760.7632419,865.4445145
El Salvador,384.8156945,293.361377,249.7709837,232.4727419,210.2171173,203.6906571,196.1867026,202.0730092,190.0544462,250.0388733,263.4613925,201.9892237,195.5185362,193.9071455,199.2849829,222.0752401,217.4148702,236.1599324,247.0503562,258.0296075,257.7796144,270.8973756,263.780497,281.4015609,279.5990397,291.6652051,325.7979991,350.5153986,381.4370726,376.8867507,458.494,434.4785056
Guatemala,630.1648484,577.0231218,562.7231138,542.6914237,454.2242266,389.6126796,407.721316,396.1869533,501.2078482,589.5100326,436.7237536,473.9455507,283.3395883,226.8339163,264.9171822,260.6182175,282.4424715,265.0389195,290.2092469,306.9598057,338.2035814,361.875097,338.7332281,336.5604096,368.7136575,322.7047186,316.083083,379.1144351,380.5360878,360.336303,441.3795951,401.3078451
Haiti,7.160125903,6.155793124,5.462378084,5.38163276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9026737045,5.805347409,6.923621694,7.77621791,10.0675084,9.424222486,12.81327409,17.51671384,19.9461082,29.87424449,12.7045283,9.867070197
Jamaica,141.3632687,118.768259,89.58701621,81.86127493,80.98588585,92.4599348,76.31075738,72.88374592,71.6092498,76.23430291,91.94697496,96.00453525,89.10428213,85.72847612,102.1056789,113.038959,152.7607016,147.9183682,131.1768837,138.9193866,138.3270465,133.332239,128.7237095,133.5571259,151.5440512,159.2829239,224.9074096,284.2851947,255.5289849,233.134476,220.5306511,217.3028772
Mexico,2813.656259,3002.951984,3775.108182,3153.770115,3347.767396,3354.424115,3459.45811,3639.79214,3756.9493,3717.696444,3593.653134,3584.308287,3453.136222,3508.775423,3290.533388,4415.42937,4390.675335,5272.636803,5021.644019,5481.697004,5803.346954,6138.870429,6413.144147,6023.130689,6735.127277,6102.399308,6824.937117,7501.6814,9801.895421,9442.013783,10065.2684,9910.698472
Nicaragua,60.43432455,50.98996994,51.78097106,51.88630318,46.6470489,45.93367752,39.49628662,40.62371367,46.65109134,42.44022986,53.86160784,54.95167129,49.39718289,49.49119716,52.02531357,52.04013882,49.28630747,48.81066057,51.57098921,58.22634535,77.74502749,80.97063875,87.55914272,107.4553381,93.65947023,96.20233487,91.03514582,84.70133943,88.26858541,83.47263587,84.21404786,88.19405314
Panama,140.9111487,169.4684375,177.5412317,168.1351844,173.9572122,200.1843408,175.4527329,185.9550794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,18044.69725,17999.33344,17737.87031,16718.31041,15352.55152,14147.60368,14636.80627,15268.67345,15018.58368,15416.74595,15494.96078,15780.2406,16377.50516,17097.7919,17892.48707,19507.44847,21022.69791,21982.85468,19855.10649,20526.1018,19518.34081,18042.44676,18336.74861,21067.29493,21346.73883,25786.085,25667.01814,25397.61171,26265.59839,26100.89087,25567.94388,27257.02986
United States,677914.4348,641634.8596,608280.1894,568191.1648,537284.7019,534505.2785,522436.0283,523721.6604,543988.5978,548406.6829,615755.9324,700831.9426,763850.8322,799032.9654,810546.8128,832175.3188,892710.8252,962957.8152,990485.4121,978756.9911,924392.1264,853288.9558,800801.3245,782616.2688,780214.7603,772175.8555,795416.2822,840614.8126,880185.2356,870751.189,860692.2,880070.5579
Argentina,4665.84154,4402.704508,4710.951531,4617.841654,4097.546031,4028.998682,4061.629108,4185.770623,3987.196337,3927.730266,3347.147752,3447.589002,3547.677767,3726.507262,3842.44152,4156.492402,4130.082686,4451.15087,4404.487057,4341.334681,4287.763885,4804.26896,4970.214734,4922.148481,4788.690234,5191.860537,4619.702096,4203.070025,3919.159762,3860.443497,4338.26131,2859.225786
Bolivia,342.6778277,268.2610159,329.9496055,325.3315435,319.3877178,387.2515764,478.6327001,381.9800858,380.7783921,436.7165583,391.0971703,445.5547768,424.1542958,403.0711833,393.1617519,412.3881596,624.4596313,489.2505215,854.8146654,567.1647467,669.5435304,715.1014837,749.6482335,668.2726351,576.9751055,622.5306522,636.9800372,615.5538469,523.9218659,546.401198,429.3655906,626.7555409
Brazil,7721.111334,10608.71637,12630.3043,14200.63567,13205.82725,13115.21129,14097.58101,14441.70765,15643.43168,18119.43481,18361.33076,14647.82954,15219.74744,16467.64593,17051.58144,18389.3097,19562.4082,21330.17911,23687.03918,22944.05054,23385.22913,23512.48956,23982.668,23426.88926,22237.62094,23687.18895,25258.96538,24169.83021,23137.36459,21913.89938,20542.06357,21175.66286
Chile,1823.38461,1991.571675,2109.669878,2295.053884,2313.694067,2469.344852,2568.842846,2657.702573,2794.469548,2857.444362,2843.706971,3225.771131,3656.920104,3759.822473,4283.725016,4217.672265,4476.88348,4025.910083,4529.676371,4827.82952,4531.127859,4584.888182,4652.549499,4640.561703,4793.356927,5026.789071,5016.008023,5013.656424,5547.273937,5038.489278,4649.295736,4875.412691
Colombia,2081.503246,2681.071904,2800.785123,3269.966935,5068.7595,3258.764619,3892.647568,4141.965974,4203.785113,4623.400164,4854.619945,5099.615691,5443.173382,5541.43335,5859.316546,6215.829699,7347.29627,7718.465041,7659.644621,7130.079501,7631.976324,8310.457666,8195.925731,8238.51192,8122.765796,8667.924045,8518.790575,9158.30832,9453.337575,9864.952741,9661.013162,9794.601742
Ecuador,5309.240481,5992.007222,5674.404494,8799.260876,6238.874119,5686.671968,4597.024839,1628.027444,746.0743,782.2959407,914.6228156,1240.096466,1159.621228,1525.071178,1470.179234,1982.181669,2297.588898,2587.044421,2684.109706,3010.472129,3023.190534,3109.060065,3056.949354,2740.876255,2606.859442,2543.861021,2639.333147,2422.314309,2441.22199,2492.303443,2586.48,2663.763901
Guyana,9.085034763,10.39803236,12.48193526,11.85013442,10.6832668,14.36948829,18.05570978,21.741931270000002,25.42815276,29.05056622,32.52563441,30.63207116,40.53254221,31.9478127,31.08160763,36.46206031,41.4857764,41.06637584,39.55213974,39.37714608,39.85923996,41.21361549,45.8848294,54.79863251,60.55418107,68.35229438,70.49485876,75.41462493,85.22293884,81.193069,88.19824121,91.65230954
Paraguay,310.4845049,284.4525808,262.7974014,306.7008531,285.722918,235.2270194,218.8525152,196.2837513,190.4240398,173.1354664,166.9746349,149.2739146,176.9757027,157.1414259,179.9098301,184.6164545,184.5511231,205.1175228,226.9968342,258.6216776,296.4199775,326.0575328,344.067922,377.601756,350.9110266,340.4363307,370.9703457,375.4659036,394.6199329,379.5982087,365.6882526,385.0777236
Peru,1588.072988,1803.835073,1869.385651,2196.698853,2118.487065,1788.730174,1776.774932,1723.09691,1574.572036,1538.271981,1429.515367,1467.862884,1437.423544,1782.201497,1862.645325,1804.798844,1799.699496,2213.406844,2410.675803,2457.341085,2756.28489,3177.603893,3142.893875,3509.682623,2750.99636,2715.656191,2675.177463,2761.830527,2731.274774,2890.597896,2799.190985,2750.286767
Uruguay,970.8774997,937.0945936,890.9800565,916.9269864,985.7382304,973.6398613,971.1889597,997.1134432,983.1963601,975.5981721,899.2489569,782.603769,755.9878742,765.7382869,800.4508875,764.5659371,863.1871358,882.8528872,963.0748453,936.4061965,1021.174852,1071.986651,1106.153896,1121.940018,1149.47022,1214.259474,1319.901848,1274.347044,1306.88068,1437.213025,1297.897837,1411.13818
Venezuela,0.601649914,0.750745491,0.550675494,0.528895784,0.381961812,0.626428379,0.486790126,0.422888037,0.51882876,0.524451764,0.385192483,0.375031474,0.531670442,0.932095474,1.147554199,1.158875464,1.156292682,0.651879234,0.601903786,0.710795987,0.839386178,0.999467499,0.596745811,0.453787407,0.243075,1.859726669,2.232362185,17.23983296,10.60825978,2.006142096,4.627333502,3.569209517
Australia,13819.41732,14343.16322,14503.5795,14048.85259,13876.78941,14125.68262,14817.19155,15542.06021,15499.64657,16113.27117,16806.1107,17119.07327,17824.87898,18447.38171,19433.12589,20627.07245,21379.19609,22989.73432,23257.15527,22934.95625,22131.2283,21939.00135,23810.95496,26247.04476,28741.68244,28690.27593,28005.26473,28764.48617,30170.39183,32223.09754,32445.33043,31970.17476
Fiji,50.67900053,51.84409,51.30960888,49.72273395,45.58137534,42.75700937,40.62778611,41.61816127,59.86554284,62.88436167,56.47702785,56.70096257,63.25322272,55.54367322,69.58215586,86.32487695,56.22861872,64.03406885,59.53932437,62.55942965,58.8238494,57.69774342,75.71981185,47.30545584,58.07748155,76.63210745,80.33979538,79.10722439,73.73434842,67.86829047,67.37810472,71.66766613
New Zealand,1983.262042,1938.149656,1963.133636,2000.890181,2017.203149,1976.384635,1979.010283,2005.889728,2014.47181,1968.642642,1894.043527,1868.290073,1750.322841,1729.352761,1913.471539,1930.906635,1872.824377,1965.586566,2001.621342,1935.515719,1882.347524,1838.181044,1834.038372,1891.840633,2087.061223,2235.577093,2441.533639,2971.723443,3059.3338,2792.436093,2829.085839,2986.679176
Papua New Guinea,120.7392982,136.5969116,166.6534251,121.8293782,157.0387547,166.3635487,132.0113164,102.1821159,90.1114651,75.39137271,52.29129639,47.30494368,52.96835466,62.48959069,61.81895071,74.57540123,61.37700353,77.51364665,64.24479439,74.30391889,107.6458056,104.9612485,116.9623773,110.2662858,92.63460154,91.31125975,89.1156781,99.44946867,101.1911538,90.15448884,97.48777575,94.11025699
Bangladesh,1083.322402,1176.458932,1319.363896,1357.237648,1417.465128,1508.650676,1530.17129,1586.185015,1656.113405,1654.803261,1605.435652,1610.411097,1640.931917,1663.460492,1790.466966,1884.250405,1861.643921,2171.946313,2615.395299,2771.852776,2915.942669,2905.829771,3105.925214,3508.67775,3856.201581,3757.270384,4136.843892,4723.413952,4803.02006,4757.746569,4473.791826,4459.704236
India,18748.97468,21176.18276,21270.68467,21908.24709,22305.458,24691.41933,25761.27659,29938.37614,30892.77738,31968.73352,31869.78246,32581.35384,37846.22031,40276.8313,40603.17172,41093.66178,46610.48938,54876.60948,55097.28307,55603.63358,55321.45496,55358.07281,58055.35989,58606.92885,64584.08171,69133.65013,71568.22018,76620.72741,77085.46974,76596.8642,79976.78933,83334.46007
Nepal,88.93390191,92.71482281,92.15263335,91.1233324,90.64768158,96.03530106,97.45769502,105.3775159,115.8680139,149.8597963,199.4964733,222.3908822,265.5763098,293.6534895,276.3365619,265.9939322,280.4365216,314.5436019,329.9870625,341.1323078,323.6225092,354.6833674,400.8763552,384.9788767,408.998631,470.5929599,461.7260938,447.0674286,459.2391912,453.4211271,417.4952194,408.0275404
Pakistan,4956.086282,4930.759299,4789.094917,4871.88879,4870.609571,4663.547028,4663.507608,4709.621007,4719.70658,5048.996479,5429.74501,5802.245578,6040.710653,6287.193935,6391.234257,6435.697893,6067.548358,6252.904536,6538.511173,6892.575948,7309.541259,7560.47513,7952.296962,8638.293422,8933.85691,9792.526263,10952.02965,10818.69657,10642.27596,11096.3144,10358.13859,9025.066954
Sri Lanka,646.4358966,692.467035,804.3331641,1353.811241,1264.987764,1122.496675,1176.886687,1059.982986,1417.972726,1183.778684,979.4017702,880.7826977,981.3778793,908.1217442,1048.589884,1284.22644,1470.239267,1518.560787,1415.321068,1484.263613,1339.905682,1375.967624,1613.423674,1738.923871,1517.377921,1580.004979,1448.434047,1464.649519,1363.948763,1400.779918,1002.002151,1141.614282
China,29788.20849,27392.87553,26357.35857,27376.2088,29002.73552,30940.59104,33783.29833,41184.63607,44577.78415,52857.24996,60708.91422,65701.73067,72368.64849,79470.14337,91475.31027,100555.2247,110018.4489,133500.7177,140076.0284,150373.8666,165824.085,179306.6618,193619.0609,208818.9061,220839.6455,234421.6269,248153.1606,260242.5213,272509.0547,279605.7782,291958.4285,309484.3168
