Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Nigeria,NGA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,153178750575.315,153727670613.193,160847095650.799,157573666209.79,154713823159.432,154601400725.054,161088358074.458,165819683303.941,170099910681.03,171093510004.149,179675448843.373,190308075297.965,219480696548.006,235606371240.501,257401275803.762,273974099482.934,290575362867.503,309727563830.14,330679000570.778,357255424171.356,385856064172.784,406337011591.35,423525315758.054,451780110046.797,480286163931.15,493026682800.63,485055087455.82,488964081500.901,498365674277.734,509371727735.743,500232309808.216,518476715283.896,535335926240.996,550647684655.998,..
North America,NAC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10668190145468.4,10639054442892.9,10991016160023.7,11292663316002.5,11751612160254.7,12067144337586.4,12502444621385.5,13056831102712.6,13636174613543,14292758795832.4,14887619188715.7,15040994797665.1,15311920325585.2,15727951120452.9,16323627679673.2,16888634667144,17357178531022.8,17705725090421.3,17737883003412.7,17275880746723.3,17746468684622.6,18045711648016.1,18450545281042.3,18844187090398.1,19324609678599.6,19858182357217.1,20207172753017.1,20712926958238.1,21323521911163.3,21863084972713.5,21341079073392.8,22620877183850,23211640827497.6,23852818786502.6,..
North Macedonia,MKD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7293742777.22762,6843662857.59735,6394362794.22171,5916750488.0266,5812724181.91604,5747928135.67601,5816047055.53344,5899797047.66049,6099135593.62124,6363778789.48482,6653275727.54115,6449202687.04079,6545532200.7983,6691013307.97393,7003757263.7722,7334620965.18469,7711402289.66945,8210598903.42197,8659882989.55735,8628827362.55974,8918648175.61246,9127334379.6944,9085697011.49163,9351477059.69398,9690853712.45803,10064519962.5655,10351178142.8536,10463154366.0785,10764555646.4726,11185494933.6944,10661068595.4055,11141955229.994,11449348867.2054,11686665220.5256,..
Northern Mariana Islands,MNP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,1607115151.51515,1612630303.0303,1562993939.39394,1364448484.84848,1270690909.09091,1185757575.75758,1054496969.69697,869187878.787879,881321212.121212,816242424.242424,822860606.060606,844921212.121212,880218181.818182,910000000,1175830303.0303,1448278787.87879,1165903030.30303,1032436363.63636,732412121.212121,768812121.212121,896763636.363636,..,..
Norway,NOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,211808370362.716,218341469463.677,226145995659.812,232580262478.041,244337831972.719,254491515965.692,267287258447.866,281412338534.67,288922351968.585,294908959388.24,304696827529.193,310995308463.367,315279446109.331,318258551203.885,331035320863.904,339924026041.128,348291164617.133,358440508422.031,360167903275.809,353179332437.739,355959036891.599,359894719437.842,369676511315.49,373433130102.304,381081533533.12,388159512245.53,392680500155.007,402355151389.893,405690275911.956,410249333471.117,405005642244.497,420836044228.583,433484840343.081,435564038441.666,..
Not classified,INX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP (constant 2015 US$),NY.GDP.MKTP.KD,27941746748138.5,28265348609163.4,28857219611880.5,29263743506832,30211162945632.3,31022320073658.8,31988556574824,33153948383960.4,34156940793954.6,35332433626689.6,36782623284293.6,37301925918876.2,37874665340810.5,38647885996838.4,39911032609301.5,41043103817302.2,42294109493140.9,43390434563984.3,43554801870054.2,42079558273493.9,43322869549828.3,44144400330375.3,44749470777712.7,45473561836326.5,46466290735928.6,47636457096446.7,48513896957648.5,49761149989173.4,50924208881972.3,51870498190993,49848647098814.7,52800277379962.5,54401582671069.4,55392228453809.7,..
Oman,OMN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,29333594829.5491,31115340232.7624,33733348946.8565,35771841957.9457,37158277767.4612,39015009844.3554,40203383600.0114,42629059777.7952,42600125690.2964,42726901830.7523,45372727044.5609,47465846485.9487,47093635557.5669,46060087700.6298,46977841907.6213,48283564529.379,50538317581.1033,53055456656.1063,57803951303.0508,61261764565.2408,62776154506.6944,64593279186.5623,70318260489.7491,73994291063.383,74950483987.1606,78710793237.9714,82682873555.7961,82934277088.5646,84001727416.2074,83053651985.4157,80246670660.8581,82318780120.4001,90202537058.2429,91384587286.8628,..
Other small states,OSS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,71673983049.4689,72485167469.1653,71318464251.6435,73070829747.2687,74723079667.6658,77923153853.9791,80576181637.8329,85320579007.1245,88462202516.6358,91016467968.6134,97442571684.6864,100424723785.395,103915207239.274,108677337082.611,113987717803.955,119510525345.954,127089838379.286,134599572365.172,137182054887.712,132263576129.506,135946136714.001,140121623552.814,142551809492.843,145136099011.923,148774515760.343,153632608575.652,159874357739.512,168085591324.408,174690484630.332,181405976582.582,170768656630.678,182882529288.149,191819718347.122,197385978553.433,..
Pacific island small states,PSS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5274585963.17699,5246279347.2436,5497871512.39618,5600947609.30891,5867689151.7695,6125602979.94905,6307650870.92535,6226540315.45931,6315065873.29297,6583890111.01948,6483423509.28053,6540622843.81737,6672221354.0631,6795302322.13181,7066349489.95599,7237983034.36148,7407133364.01491,7417006184.4651,7562273876.25881,7518156691.27907,7799113060.58185,8098943225.92143,8180928043.20581,8444823115.71338,8750078568.26065,9074649391.96106,9414676782.0874,9793644911.24268,10064732617.6795,10180684944.6996,9147952341.93799,8901183466.72282,9715268608.62924,10240406136.5469,..
Pakistan,PAK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,110450553630.166,116041083242.324,124983090542.903,127179977939.619,131933222221.385,138480552374.263,145192124911.514,146664948034.581,150405247842.758,155910279560.875,162552194688.572,168487544527.033,172859487443.654,182196165734.208,196464413110.888,210760292372.08,223514741630.685,233449556918.441,238399717138.761,246678267936.347,250382678707.751,257093227079.837,264876940258.885,276443758787.987,287823367553.405,299963590534.773,319682711890.74,333853050597.697,354390697428.203,363242090361.647,358614068499.253,381973779235.3,400224894618.857,400066035261.282,..
Palau,PLW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,213364899.128707,223830923.050628,209505685.883748,183736395.550151,197149210.71866,218638478.418575,241376918.095039,246928603.045231,251867098.457443,238266292.285843,232062084.916123,247147051.818136,259544372.667908,251178470.469725,261072505.54282,269985437.355149,269651410.422618,274381139.001998,259306761.721941,240479523.274489,238325089.90108,250523225.004551,253663400.901679,245961518.426861,257693882.855822,278824781.25,277597952.2125,268548258.970373,268843662.05524,269381349.37935,253220015.052904,218291129.848716,215413072.557436,219456526.283737,..
Panama,PAN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,13096161185.8644,14329689364.159,15504964653.8575,16350875887.9777,16816899903.0266,17111477972.3054,16124998544.7039,17368081132.8196,18824824096.4283,19805907259.4786,20639538981.1271,20835595644.0282,21358328178.3601,22446932329.0813,24282115701.6943,26291748117.2201,28883388489.0221,32682439460.4496,36015209193.4566,36595725406.4936,38818327825.9763,43441154827.5517,47623362287.1202,50635232250.8688,52977523789.5376,55767806100,58317491835.7804,61667283244.4831,64083529548.7943,66072084974.6328,54297226765.6596,63238418924.7981,70048985344.8611,75232121007.6293,..
Papua New Guinea,PNG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7373337464.29462,8077262449.85336,9195889413.93028,10869751500.9507,11515643989.6531,11134194181.0049,11995278888.5184,11526936460.3395,11092473174.6015,11298300003.6359,11016425270.6953,11003063602.1014,10985579675.3822,11223318880.0206,11528725110.7168,12260199191.5266,12923469113.2424,13933462679.345,13892155836.0293,14836880985.9851,16339627662.3714,16520596167.0901,17289980088.7062,17951312547.2223,20382597142.1943,21723437010.0982,22915960976.066,23725951011.6612,23659695751.3327,24719771866.935,23936789892.3901,23814388292.8563,25173614536.9108,25937811150.4123,..
Paraguay,PRY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,16384218445.3751,16956625718.4736,17244282666.9241,18095522437.8594,19057827421.2949,20358106834.2346,20678499692.6975,21555788371.9567,21570454446.6117,21275784844.5439,20783433276.2554,20610088070.713,20605676606.0528,21495995447.7688,22368177914.5133,22845400902.1597,23943606096.665,25241738121.227,26881515165.6739,26811317495.2227,29786095177.4635,31062837784.8467,30842899501.4209,33400724748.6239,35171376859.1294,36211447840.0971,37756961788.4686,39573101423.9502,40841122661.179,40677000526.59,40343536418.7875,41964030301.4424,42037903094.7486,44019622007.0359,..
Peru,PER,GDP (constant 2015 US$),NY.GDP.MKTP.KD,59592279647.2189,60914786737.8504,60585536757.2262,63762386032.6397,71610493993.7311,76917830598.9662,79070739970.4791,84192012966.592,83862369616.8153,85116037105.7632,87409379264.7108,87949475111.0632,92745825187.2292,96608710264.5646,101398766434.291,107771740073.589,115885765581.756,125757364463.195,137234696225.05,138738546494.974,150298879148.001,159808578409.161,169620385179.423,179547449111.361,183824551906.256,189802976285.619,197306492869.139,202276318741.548,210305376512.78,215017545590.315,191509018299.917,217085487224.893,223002152647.317,221775234260.737,..
Philippines,PHL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,107109108274.656,106641694750.798,107087061464.657,109423583334.641,114209405305.412,119491847406.027,126494485342.267,133055010097.102,132370986797.974,136800717252.924,142796015298.758,147150196392.071,152618672925.332,160382249192.659,170918125634.499,179365762742.902,188901594325.143,201216640002.155,209958471382.781,212999348346.029,228621785476.226,237442546246.759,253818843995.329,270952964514.551,288153024779.43,306445871246.718,328355086282.447,351113338977.942,373379140707.047,396224439244.72,358510629282.922,378998555004.406,407730367724.121,430342487096.573,..
Poland,POL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,194797367584.792,181131204775.169,185686615837.644,192628157713.225,202823584825.574,218906804615.997,232246717071.23,247015068311.447,258431144714.153,270575301764.16,283174187558.032,286667833930.23,292117946677.278,302410346199.761,317805438387.054,328168510412.522,348521872927.444,372083512402.176,388394800371.402,398551823849.317,411181642127.603,432791139408.41,439333996551.267,442340098156.254,459682079851.439,480054118583.367,494605411858.337,520089746650.75,552573816155.989,577884228677.544,566120997479.772,605337233054.782,637150470884.733,638035044435.602,..
Portugal,PRT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,145687643482.991,152051580863.96,153708146851.898,150567463136.073,152020196072.823,158530887614.323,164086378427.538,171307602024.194,179544008835.027,186558034227.897,193677420074.374,197441874156.334,198964002686.34,197112600687.244,200638424065.227,202207111084.663,205493046680.564,210643893704.517,211316368358.012,204718906251.388,208276152143.946,204707282994.346,196414790306.892,194481859081.567,195923730996.63,199038523119.639,203027535953.584,209757331881.699,215937375267.637,221866334776.915,203663018337.793,214984151691.324,230002604720.83,235813117071.956,..
Post-demographic dividend,PST,GDP (constant 2015 US$),NY.GDP.MKTP.KD,26850041254876.1,27129768418026.2,27646841787380.2,27969961607198.5,28853153689976.1,29634487312003,30503638719545,31552045110573.7,32445189282622.3,33595305666700.2,34954791299992.1,35489373168722.2,36030768406151.3,36761069845233.3,37941336210308.3,38998353142954,40145580259280.2,41165557418062.8,41308857936240,39913205573224,41067477029680.6,41757940074681,42273397214913.2,42914563259130.7,43778758481034.5,44758282965210.1,45560213468112.6,46673359981671.5,47721060029590.7,48597410414052.2,46615245080156.8,49244517990855.6,50579346304791.6,51518547451179.3,..
Pre-demographic dividend,PRE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,470958706593.38,431996352686.665,442041512428.081,440086246459.558,440097482689.367,453641649814.957,479110915598.694,509271113814.129,544789421517.683,567987573866.22,599553606400.923,625398777030.185,662601273248.25,657847979762.346,736543959886.825,780507923478.435,829055963407.546,879342613959.588,935486734356.821,981483405939.765,1045887589228.72,1090828887023.65,1137387625505.56,1205148080843.9,1269921362754.38,1307394890871.02,1338843967915.49,1360801848971.21,1395961418282.44,1442199704518.21,1405291911038.6,1450205801511.39,1510362701048.16,1542591926809.2,..
Puerto Rico,PRI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,66260903262.1266,67787813677.7587,70881684617.9574,74173803598.9844,77278688319.2292,80794086659.3708,82663425508.999,86697472764.0347,91492472094.9771,96423641797.397,99578589154.2144,105865455055.026,106835668951.807,106892740357.5,116244440869.299,113934735048.332,112328922913.865,111022754683.088,108975346038.928,106847683984.585,106406131530.013,106024654239.328,106055693074.003,105730285936.28,104471711252.84,103375500000,102069149649.478,99124231779.4147,94801000739.6964,96389357184.3707,92359439312.9166,92715228856.7798,96023410438.3396,96564521010.4364,..
Qatar,QAT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,17662217767.0013,17368630639.246,19336588146.9498,19080352035.326,19351046595.9364,19815323914.5019,20682028461.7363,26889127080.5866,29905724792.9681,31186905301.2691,33690629183.4261,35003952796.7125,37517989780.6433,38913643496.7552,46392423696.024,49868495957.88,62919203862.1424,74235635940.1634,87348289335.5953,97792140945.0617,116951901413.005,132594424542.771,138866156527.608,146581616623.746,154400753941.045,161739955576.923,166695978169.384,164199531361.81,166227185730.265,167371229308.421,161416823761.21,164042828071.657,170908036360.673,172936988054.474,..
Romania,ROU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,116460149704.559,101415582149.459,92524246376.2034,93938788972.5597,97632408355.8641,103718335742.553,107771339314.171,102545439457.276,100463958892.948,100085550636.348,102548872691.521,107900062083.039,114053593614.452,116723756275.208,128895841498.556,134912890211.095,145744791283.304,156287689281.09,170834114652.888,161409698529.133,155105339843.99,162078238594.701,165163587446.019,165624017079.639,172441103432.375,177885131240.315,182972525962.275,197967999561.02,210085482250.697,218327690029.17,210305491425.986,221968423307.804,230770154206.928,236318495899.176,..
Russian Federation,RUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1161488648465.81,1102869019642.57,942610308779.562,860899753889.459,752686755591.282,721498966070.726,694406178897.725,704127280749.068,666808805066.777,709483999746.068,780432873752.842,820235350096.64,858786345187.109,921477339133.556,987823227180.876,1051043572407.72,1137229862730.35,1233894148246.74,1298056264706.47,1196807955075.78,1250664313044.7,1304443243520.47,1356935163515.02,1380755103919.45,1390921151162.46,1363482182197.71,1366123111808.03,1391065651845.68,1430116278515.49,1461551317106.21,1422766794794.99,1502645054025.01,1471544636157.84,1524520243059.52,..
Rwanda,RWA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2715732445.31041,2647448621.28552,2802926004.67594,2575645371.34055,1281433356.75344,1732806445.82126,1953664683.58319,2224242406.68716,2421280690.22623,2526652121.80192,2738155541.5697,2970476000.74108,3362343381.78445,3436395212.51513,3692326497.47357,4038589153.33667,4411232834.47282,4747955390.63858,5277886434.65572,5607662369.97807,6018965139.69568,6497977781.13813,7059501061.22381,7392698821.09577,7848618840.48524,8543759677.58157,9053885803.07051,9408632525.21082,10209915630.628,11174485687.4325,10797493464.6628,11969881824.1057,12946352833.8838,14013299016.87,..
Samoa,WSM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,428373059.396072,418520425.969748,417683438.918314,434808422.364804,423755155.368834,452035062.253032,484486518.417844,487603825.819919,498306192.056756,509196346.865605,535129944.383763,574676737.921687,607157232.67461,638806086.213381,658527692.510763,702248686.864592,717221521.755092,720707093.19579,746336191.822415,742293455.836928,787756851.010821,818078226.23594,787546481.622133,788391466.046139,793594248.721633,824150498.653536,889949544.378272,902464748.18719,896962897.99084,936894420.746212,907771582.239524,843511966.584963,798752767.864439,867318434.065608,..
San Marino,SMR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,1248966330.24081,1342209396.1527,1463670758.3274,1495569701.92883,1578997708.27105,1583905238.05588,1645249360.36634,1720089189.58509,1761803192.7562,1829281727.29769,1959331266.59585,1949516207.02618,1748307485.8479,1652610655.04359,1515199821.06818,1408461048.24799,1397419106.23211,1387604046.66243,1419401070.56043,1452677592.44342,1456429357.00178,1478187032.62147,1508721722.60406,1408423247.99647,1604162946.37945,1730866817.58497,..,..
Sao Tome and Principe,STP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,118982019.506696,120410999.081655,121253872.447682,122587663.34157,125284593.874866,127790287.890706,129707143.583715,130999443.003646,134274413.232095,137631281.963527,138248376.950013,142484974.901201,147272738.169326,159483885.915675,165126275.794519,176048759.302531,191657434.828232,198636586.369116,211009232.403659,217977600.590737,221134908.544338,225556350.897449,232194345.227845,244081946.538405,256057120.595489,259999643.047388,273459368.754364,284706696.977306,297171520.830854,303157496.465873,311114954.79799,317023957.753826,317558772.390522,318740893.733006,..
Saudi Arabia,SAU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,271021313811.693,293301308014.265,306736260723.007,307901365505.347,310835529800.474,311804317872.547,322108517616.951,330635772272.831,339906112786.533,337753143264.108,353688942928.509,354907696182.41,352464483341.616,383371235700.082,416459918451.805,441218019303.431,455837853100.899,465928357984.926,494993062360.113,489712921864.896,514391969511.633,570942996722.733,601824824266.481,617079749143.717,640599267343.861,669484266666.667,682100649038.503,688314917831.272,710335673015.193,718133267432.91,692413074096.449,727553801683.839,782018364988.948,776114792530.154,..
Senegal,SEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7649320651.26936,7852789724.13743,7956464848.37129,8064689718.09751,8060857301.03684,8501672122.84215,8673403962.06847,8937561242.89432,9464741444.3125,10059440324.3535,10450471990.9721,10900976316.0181,10908464913.3606,11518679089.4187,12053525217.1809,12573060904.8807,12866110160.1646,13229850430.9674,13719774159.3291,14097356679.2382,14575382431.8826,14769831308.7257,15361066998.8901,15731635117.4164,16710783797.4248,17774766696.1759,18904543055.8656,20304894471.3123,21565674310.7132,22560634320.127,22863414676.2849,24359596784.117,25291561739.5407,26450942459.8508,..
Serbia,SRB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,22980131489.1339,24396847843.1808,26576270133.0385,27996145144.3299,25105401157.0986,26625556358.9016,28430374779.3657,30290019296.1735,31671150129.2514,33788958041.6963,35783688498.2993,37179489901.5517,40091414194.7181,42160489092.4557,40835549150.1437,41493398683.1048,41515918179.0189,41331605757.0618,41518250511.0447,40769149069.4923,41297410634.9586,42526090284.3724,43531149259.9687,45555064902.5834,47719025212.1981,47265683024.0045,51022858874.9258,52365263375.3114,54380001764.6988,..
Seychelles,SYC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,610261194.745671,627107005.020014,672089666.127958,721174866.337827,703602944.474698,707015676.972428,777702722.229699,872533006.069359,894062242.634693,910799133.493907,949537227.205275,927971690.1167,939226436.101185,883932969.017981,858736866.549886,936072662.702788,1024120860.74662,1115022508.93326,1084627594.53557,1057735598.8393,1105387984.2341,1210507986.73155,1248162998.34204,1263811654.24036,1315169064.95728,1432403352.12944,1605975218.58763,1717657339.98638,1802500555.76177,1901895701.03715,1678615792.63838,1687886479.31967,1940678727.9853,2002037445.91069,..
Sierra Leone,SLE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3718634566.78542,3806095416.63897,3082445924.09541,3124815687.3459,3063963491.35287,2818854000.66831,2868291628.85266,2699719812.56532,2747910156.64996,2693521131.61078,2872713810.81546,2690427037.08672,3404039533.47574,3726866098.4567,3968324014.21608,4141084998.18622,4318452242.26845,4662916406.80715,4916387555.42395,5074175649.35092,5410973675.39605,5736164051.23515,6608161270.85685,8001096521.09712,8365886796.89032,6651626733.64854,7073787380.15982,7339323438.18805,7594210994.17229,8012098354.41336,7911678797.22327,8378218842.36525,8823400076.25081,9327218152.76882,..
Singapore,SGP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,70914989180.4411,75658065571.9819,80681614023.603,89927445311.2214,99905515247.3951,107074136708.308,115074063971.778,124643863764.479,121912898005.201,128884330733.002,140533304238.721,139028385430.873,144482970559.889,151054425108.65,166069208808.394,178302402123.907,194361682395.941,211896059498.482,215844707508.228,216120888113.033,247501100140.018,262883130580.256,274543305511.611,287769788882.221,299095084828.978,307998545269.398,319051515647.446,333450075464.15,345177895368.501,349820740821.559,336283381521.284,368871820049.825,383029403742.294,387147091448.002,..
Sint Maarten (Dutch part),SXM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1257551799.47476,1297793365.1585,1357491904.26446,1376368434.1966,1394353867.67664,1416389988.22102,1417888715.0838,1431610451.70303,1323735540.53767,1232967219.66025,1368162086.82719,1185966832.34776,1240255611.86927,1361800675.61738,1413549101.29084,..
Slovak Republic,SVK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,45559569455.0707,38919807169.4918,36303817647.2082,36994071135.2625,39289749833.5871,41585644886.9254,44130511304.3812,46551440693.9027,48332548394.3004,48103808997.7433,48483456571.093,49901674780.841,52105958464.3133,54636587612.3566,57581225947.9722,61315329304.8089,66788143655.4668,74013706557.0379,77983340638.8351,73690093822.7164,78694080172.9019,80710556609.3781,81977043383.7687,82553607304.9464,84789118228.7254,89178548717.3324,90915585456.2015,93529165116.4867,97328432384.4156,99543529380.5199,96969818956.4464,102523269375.456,102984289733.717,104403760583.519,..
Slovenia,SVN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,27206132491.6917,24784757336.3165,23430593100.5096,24096823110.0376,25380577925.6488,26422998452.6414,27192863928.6496,28599099399.1789,29475324999.9082,31028088290.3379,32113424895.0762,33021813055.4789,34105781630.823,35195471964.1441,36795464999.3019,38213608871.6863,40471568569.7812,43360927644.6472,44823161340.2793,41420820089.9457,41881476527.9785,42155984440.7867,40926910441.0679,40589763868.5066,41711190708.5511,42709468274.8137,44005450339.8887,46282470359.9316,48309217557.2363,50002577211.6531,47959972856.1156,51983646872.7637,53386808992.5859,54514654364.7027,..
Small states,SST,GDP (constant 2015 US$),NY.GDP.MKTP.KD,99010566857.681,99534093914.9147,98497584631.7511,100533397647.232,103185773946.794,107267084794.846,111048812746.496,116492459035.584,120614064438.817,124436285086.507,131734861337.666,135105490477.649,139320654935.76,144730181153.824,151121773244.4,157800479674.73,166934727933.383,175503067921.775,178406239065.139,172557301677.071,176813728107.879,181838103904.427,185112480767.072,187988035414.547,192535745570.557,197793250964.946,204513273662.381,213759757892.109,221632854628.255,228853390397.967,213604868697.353,228990022558.652,247323900893.329,259198177241.786,..
Solomon Islands,SLB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,598487271.260648,634396516.850786,714964863.377732,743563454.587224,803792103.526523,884883597.380402,899129405.972329,890910669.180314,902416889.603744,898033573.476278,769821323.862413,708569673.447626,688729843.865273,733658906.919678,790028121.465616,848157141.873731,883256261.943756,915403896.59139,972396664.39558,1000248709.93082,1097356737.34919,1178889790.05034,1207961228.62394,1271231099.22786,1286348801.55569,1307909887.55212,1380560770.50796,1423017819.02535,1462093823.20911,1487659506.79743,1437359543.96514,1474218469.89734,1509636294.96603,1556129617.89488,..
Somalia,SOM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1837281436.22137,1891491726.6073,1730935790.23141,1800010451.88818,1478762775.75048,1537774230.12067,1661503776.11139,1681117692.71742,1791844396.13182,1922976864.01337,2059706563.17761,2206158173.71199,2374493939.27848,2555674173.71109,2737390640.23525,2932027718.68222,3122209906.50311,3331221625.50033,3554225324.53502,3792157675.98858,4046018056.39198,4316872744.06083,4605859397.72745,5110628952.831,5569461522.03915,6152149080.00168,6584944952.93181,7555288951.85635,7710498375.1823,7928267011.33294,7710042965.10265,7976673824.29041,8194206836.48436,8539706089.18596,..
South Africa,ZAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,185160422891.731,183275036203.752,179358388483.382,181570878123.149,187381146228.486,193189961762.588,201497130113.101,206736055498.991,207769735777.192,212756209430.574,221691970228.101,227677653424.683,236102579035.79,243065422272.369,254135982543.496,267546870424.295,282539679229.874,297685145427.081,307184409060.741,302459639039.778,311653604140.269,321528523981.702,329233094599.263,337416077838.151,342186555600.731,346709790458.563,349013858372.625,353055253707.071,358551560868.533,359483563936.676,337307318679.639,354021006263.537,360788046853.641,363308097945.479,..
South Asia,SAS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,664758250498.034,678769878175.413,718183725423.656,748967053211.194,793292552979.32,847425292325.717,904271828299.321,937680941076.706,988739233927.188,1063019930253.02,1106736038227.95,1154980289267.7,1197958496544.93,1283924902202.95,1380844616023.81,1485964570208.49,1599173004013.39,1713341602925.91,1769849564428.63,1892852437446.24,2032280449858.84,2135345451374.93,2250255774058.75,2385465175901.7,2548820848956.01,2733651859001.15,2946228920258.47,3137776775047.06,3336545179403.38,3467482076840.22,3308577712615.25,3598528699130.5,3825711146764.84,4085038610417.73,..
South Asia (IDA & IBRD),TSA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,664758250498.034,678769878175.413,718183725423.656,748967053211.194,793292552979.32,847425292325.717,904271828299.321,937680941076.706,988739233927.188,1063019930253.02,1106736038227.95,1154980289267.7,1197958496544.93,1283924902202.95,1380844616023.81,1485964570208.49,1599173004013.39,1713341602925.91,1769849564428.63,1892852437446.24,2032280449858.84,2135345451374.93,2250255774058.75,2385465175901.7,2548820848956.01,2733651859001.15,2946228920258.47,3137776775047.06,3336545179403.38,3467482076840.22,3308577712615.25,3598528699130.5,3825711146764.84,4085038610417.73,..
South Sudan,SSD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20185217785.8109,21202884179.2359,22367646895.0144,21329717232.6938,11500530835.4315,13010519613.8763,13449448810.7001,11997800760.2242,..,..,..,..,..,..,..,..,..
Spain,ESP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,745271992193.864,764246620913.803,771348118083.944,763391725698.396,781584842385.514,803136997144.358,824078081021.613,853640232062.29,890363641965.936,929618577504.041,977964704117.097,1016292009212.74,1044295489916.35,1074990359309.76,1108471272156.69,1147835586804.09,1194247575041.8,1236446314561.82,1245931907512.54,1198983535253.48,1200112046333.33,1192432281030.21,1158267740706.22,1141735528202.44,1159095456184.34,1206164777553.12,1241326362774.56,1277275696600.78,1307871701738.56,1333521400772.79,1187633217272.88,1267004457572.21,1345296618919.51,1381292229418.88,..
Sri Lanka,LKA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22720369186.6898,23765503271.0776,24811183335.9558,26523170679.5811,28008446680.9577,29548935121.1742,30671784965.407,32636435386.2509,34169833188.3929,35639320702.8045,37777691762.3618,37193872241.1572,38668488650.261,40965500924.4911,43196097553.0189,45892289127.0171,49411443817.364,52769853736.4823,55909706547.6528,57888301891.5644,62528609282.4735,67949516441.6109,73815041947.847,76805840200.4173,81704500476.9099,85140955388.8509,89443659904.1523,95222329687.4117,97422045729.8334,97207245817.5168,92711882117.9928,96612712766.2867,89514778451.9202,87457719388.6615,..
St. Kitts and Nevis,KNA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,409858640.19708,402216050.689402,419386548.61501,447913009.509376,471660098.86724,497050234.845487,526092074.974665,561992423.382491,559256948.982336,577264387.545673,635237944.035906,668609850.727648,677754528.432512,651095766.645498,677115810.577404,743018278.372433,766426186.524481,771029360.031988,858287028.941268,829064585.832369,828615280.858431,842010736.012811,835799755.490721,883668355.018065,950623606.036342,957222222.222222,994866931.117104,997065001.528822,1017041453.06618,1045836615.95477,885254137.279024,889500509.777815,983101307.730931,1005564662.29904,..
