Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Belgium,BEL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,295130312407.396,300540270633.774,305140504133.549,302205439784.666,311957523308.047,319396952585.876,323617567359.636,335894554944.544,342484242694.343,354617493993.784,367797580691.145,371841896085.61,378188843495.686,382114274583.92,395760365571.447,404948884226.677,415284559325.884,430554260439.959,432478428732.474,424233483110.434,435731531622.915,444146182789.14,445104666566.067,446464436746.25,454346946668.411,461044767544.531,466547349016.531,473426438780.183,482317238512.932,494099718421.514,470417598481.151,499595504127.06,520745539238.467,527263714444.414,..
Belize,BLZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,752750268.212297,841429344.243664,948552072.962837,1006774198.20434,1006574807.36447,1013952268.4396,1025168003.18218,1068585358.56347,1110158348.67599,1214788691.89681,1363484410.72849,1431576382.54347,1508840332.99239,1654694732.35595,1733803048.07364,1772285480.1682,1852241206.95534,1914351453.57427,1882149832.93556,1874822219.57041,1895708410.0466,1891072573.01966,1961756625.75293,2049139661.32515,2131737316.74054,2193050000,2194246345.03921,2154467872.48551,2178394773.26969,2271360752.35822,1955575509.71701,2302615266.50756,2524886205.2506,2553897572.45142,..
Benin,BEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3958255490.52122,4125523428.11015,4247544481.2222,4495438486.53384,4586264345.8381,4863513136.1772,5073825258.08595,5364793325.34003,5577293440.15288,5875201745.58899,6219354272.83818,6551040876.248,6855207726.48731,7091272067.69746,7405393051.15179,7532259620.7003,7829312267.99952,8298002249.85464,8704320326.47543,8906198943.57193,9094481753.90847,9364019722.36167,9814543622.52956,10520350022.2065,11189200116.5963,11388160997.1089,11768488383.6733,12435945493.1089,13268812303.0524,14179807375.1016,14725558723.7319,15779238957.7761,16765953415.3733,17831064526.9239,..
Bermuda,BMU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5127916036.27965,4946675890.08297,4943720834.23487,5092455993.93519,5122991040.76808,5348359015.58225,5487441777.63634,5739864145.64664,5963718852.73555,6165450410.7722,6739895068.97791,7226679645.63174,7119884453.30351,7362722827.73814,7533631299.4758,7659759815.30576,8084406664.52899,8354841362.08309,8198943712.90485,7737613934.72433,7543950875.42882,7261600082.73073,6876350478.40565,6857116738.50431,6603330213.03728,6654541000,6610806937.02849,6849550930.14215,6819905984.64909,6840793088.0543,6372686534.51154,6718028461.70344,7150073873.98764,7143293917.04073,..
Bhutan,BTN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,478896647.41269,476943344.786671,498886989.120712,508796713.625178,533989801.683212,571764867.255993,603584570.650709,636020231.15926,673634664.347661,727417465.439946,751822818.858646,806919210.240033,891192073.640849,960585283.946415,1010125138.20547,1080178038.44107,1141108778.10455,1324881878.01365,1384891722.90548,1491078190.55007,1668991760.00271,1810676784.21072,1904194982.8558,1937258289.57895,2051190105.7766,2187815803.82922,2373253832.0828,2422779967.13104,2507622616.47827,2651940022.03121,2380954251.57499,2486224986.71556,2615853471.01817,..,..
Bolivia,BOL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11974420919.6569,12605056990.7109,12812599025.0506,13359606817.6646,13983135084.5191,14637304820.719,15275687736.5723,16032477193.9706,16838807348.1389,16910689762.0459,17334777867.7741,17626660706.2169,18064782945.4556,18554580601.9245,19328918095.7722,20183533283.5262,21151739156.0432,22117185810.676,23477060510.1715,24265185331.5574,25266542216.3966,26581436430.5092,27943010857.8463,29842021069.1031,31471565392.0531,33000198248.1292,34407300577.6622,35850757819.5236,37364958855.7283,38193230057.4451,34855949753.4171,36986126769.1183,38319728286.388,39500728992.5704,..
Bosnia and Herzegovina,BIH,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3519825382.25294,3190791225.59104,2985402939.16842,2920280897.21983,3245365558.78904,3763595298.41927,5803437611.28488,7929882641.93997,9247541638.9754,10128052806.5906,10676417585.1095,10935140618.7269,11484898712.3276,11929035686.0139,12683578944.5033,13177880591.4628,13891331517.2397,14704964354.8142,15505477767.974,15039622521.6786,15169815910.7044,15315372000.5534,15189504687.2909,15546436275.2992,15725819000.0295,16404348871.4437,16936219727.6767,17485647794.2627,18154910824.6593,18679105433.9912,18115912632.4361,19454671753.5435,20276983961.3676,20725333315.9436,..
Botswana,BWA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5274313873.08845,5667709608.2008,5833040675.49628,5944807979.21822,6160480628.0856,6593587689.50958,6977980665.54234,7558959721.65963,7592496073.43073,8326480944.19697,8491986059.02571,8513264763.90086,9029979997.34259,9447697367.92895,9703335214.03812,10145481816.2871,10994036837.1472,11630872553.1126,12009117014.1882,10310519328.3503,11354171655.915,12130630062.2477,12109898723.1018,13454439438.0193,14220639811.9916,13530748844.505,14505561464.3559,15102373014.4202,15734874525.0984,16211987795.536,14796883501.255,16560766198.0276,17469294498.1394,17946869751.4987,..
Brazil,BRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,917211118074.905,926678475712.658,921636677135.004,967024426444.37,1023623112494.87,1066858840351.51,1090424301744.44,1127442527385.92,1131254386908.34,1136547951157.1,1186419100699.97,1202909097080.86,1239639467559.79,1253781634079.45,1325999012823.98,1368459252346.2,1422677453441.88,1509032134017.69,1585905180276.35,1583909921216.67,1703150236842,1770840632932.71,1804861597918.79,1859094488365.14,1868463501755.79,1802212206904.68,1743173232503.86,1766233131755.03,1797736845059.11,1819683217790.43,1760056587883.53,1843881120012.46,1899505377653.06,1954752120905.5,..
British Virgin Islands,VGB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11278756570.9584,11607042399.1828,11244830849.2983,11173577997.5312,11284501978.3985,11436537376.5575,11433413457.7841,12158742942.4515,11349316035.5518,11832878891.6485,12244033124.2164,12423538058.8336,12915688955.2488,13378513489.2322,13392499178.5515,13391973497.6844,13940831828.212,13416151408.817,12892826139.0708,12647829712.4652,12994552805.373,13481121670.6159,13604222554.7176,13315162321.2607,12981233067.5755,12930296852.4882,12609894729.6867,12777445744.2444,12784137427.3154,13278735782.1319,13429259999.6183,13215632370.1015,13000438059.9791,13183363105.8086,..
Bulgaria,BGR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,38630990671.2382,35368466293.175,32796334206.5532,32310877995.9888,32898293420.1207,33839848852.0943,35601345729.9785,30576080319.7136,31734644752.9483,29070175025.9798,30403689510.6865,31566236716.3582,33419784415.5172,35170029869.751,37459748348.2042,40103039005.5213,42831083920.5471,45681230278.8897,48481288148.9463,46858550898.038,47587369884.0741,48582029321.1084,48945818793.831,48680164577.7112,49142357906.2347,50811995688.6771,52349886250.8068,53787375622.383,55158665587.1604,57248544889.4673,55407582000.7787,59718632534.0491,62130535277.7185,63302823436.9332,..
Burkina Faso,BFA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3042310107.50399,3318247161.44233,3325969079.69165,3441093672.50713,3486344304.54047,3685636779.12882,4091600230.31209,4350059854.87114,4667950033.01846,5013156038.3976,5107828181.20084,5445629583.60137,5682675869.68484,6126066307.13183,6400419254.55947,6954815456.4763,7389711520.7284,7693530569.65392,8139754707.2893,8380850241.73524,9088720451.70527,9690626654.34607,10315931043.8746,10913490102.1529,11385699970.03,11832159315.6298,12537116611.6541,13314855313.1302,14194244128.6065,15030172259.3791,15332394848.5201,16396850182.5889,16642350339.7932,17134994111.3648,..
Burundi,BDI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2385838991.89422,2505055464.22991,2530356483.61119,2372462238.99867,2281596935.33521,2100894457.97115,1932822901.37672,1902091017.30555,1992440340.53429,1972316693.16467,1955416620.30264,1995616214.18073,2084351676.53824,2058844882.28283,2158362397.86831,2177787659.46859,2295688883.37796,2374934882.81749,2490397480.72402,2585349995.27363,2717827465.44662,2827426575.50415,2953153932.04472,3098572839.6491,3229972475.40545,3104003546.26497,3085379496.76838,3100806433.20295,3150727414.31633,3207836406.88248,3218331064.79216,3318099327.75908,3379450965.7308,3470696161.98259,..
Cabo Verde,CPV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,313527702.860333,317930092.634861,352704163.840723,383418741.333134,456968584.432283,521911297.414696,581130092.023103,645742611.607662,726572059.757413,808112687.727471,923550525.289887,944160982.565559,993737848.225922,1035238917.7863,1140802982.16763,1219660508.68448,1317035160.01005,1516838454.63714,1623608884.79583,1599196517.15668,1628564468.24228,1692481034.54407,1710821579.61286,1721636311.15762,1733630380.4449,1749857620.35329,1824764034.95256,1907814790.72833,1978536809.33193,2116002110.92756,1675762033.71886,1793627260.88123,2077803747.08658,2191572559.72877,..
Cambodia,KHM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6077176596.90233,6538513178.62326,6997355850.27159,7284133439.52663,4748625742.75756,5218904416.42089,5526689596.98918,5748123107.35201,6017229084.13718,6781740973.22262,7459479704.67578,8010713670.8994,8512590714.58905,9387998414.66106,10275886653.5849,11642922159.7044,12917049054.0975,14260222987.8994,15326369460.3469,15950885068.8658,16760698493.0409,17981993293.903,19357661918.8519,20878690156.7817,22549052336.9265,24174170369.0738,26085259688.3373,28191654621.9478,30665817313.8491,33099747942.811,31922812945.0881,32909177695.673,34588654431.0863,36304274723.1727,..
Cameroon,CMR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,15416689237.8441,14829529308.2261,14369813423.5217,13229990256.1401,13478291933.8403,13868353888.0552,14452915010.389,15107243821.2788,15821141892.6295,16534881734.7065,17168567484.5749,17910981185.5697,18712860619.4251,19733301668.5758,21124275032.771,21594980960.2444,22417659743.2882,23387803922.5771,24053813243.6522,24674221649.2686,25389533434.6495,26247499413.6974,27461703151.6573,28833560540.7901,30482787768.4783,32210233020.4569,33671222913.4548,34863580363.1151,36242614248.5756,37502066832.7403,37599547048.5841,38854942334.5769,40306867605.1364,41616173714.8732,..
Canada,CAN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,877824201432.118,859468413002.863,867121689189.495,890167242008.604,930171796213.96,955122057570.817,971253698607.852,1012824977566.98,1052253104690.22,1106349473421.66,1163199674646.76,1185010810019.45,1220552310131.93,1242600185625.17,1281025904373.69,1322152656328.7,1357030300358.29,1384848127059.22,1398632992699.8,1357861634788.53,1399830508747.17,1443745912933.41,1469093201563.91,1503261570659.63,1546457292386.53,1556508816217.14,1572673953080.04,1620386284372.81,1664832887596.13,1696605089927.38,1611126164920.14,1696305710720.04,1761102321572.64,1783097209318.73,..
Caribbean small states,CSS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,21953469414.1091,21720002636.0273,21574251801.6486,21769448764.3567,22483531809.4811,23117415952.3905,24054745653.3012,24878339533.0371,25769208769.5011,26762583753.6198,27747004119.4641,28083793737.3701,28680303115.6496,29213117375.2358,30028733927.4293,31018317550.1125,32411752624.9952,33473466101.6686,33653836392.5069,32761650025.9499,33060311258.622,33613671217.687,34374458267.8694,34407113286.9104,35011151241.9536,35085992997.3327,35224239140.7815,35880521656.4584,36877637380.2445,37266728870.6855,33688259724.7374,37206309803.7798,45788913937.5777,51538918459.9615,..
Cayman Islands,CYM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4633485653.94262,4780025440.10176,4762941571.76629,4419986799.9472,4299956079.82432,4350225240.90096,4403722294.88918,4460060480.24192,4578454033.81614,4708167232.66893,4860710642.84257,5015477901.91161,5229501758.00703,5434269977.07991,5165012420.04968,5418352633.41053,5697740750.963,5946143784.57514,..
Central African Republic,CAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1492780724.87637,1484532469.39956,1389164942.66891,1393822474.94131,1462119071.07866,1567392310.30149,1504695160.78436,1584443041.5758,1658914120.44075,1718634612.46088,1675850364.88825,1750672710.15363,1813986527.35151,1716076872.67107,1818953694.45096,1835473623.16461,1923045637.77901,2011650635.80801,2052972574.3655,2229266675.80904,2332499967.93604,2430339369.3364,2553162918.71416,1624016454.05115,1625333052.55944,1695825714.19282,1776382808.69192,1856804600.57752,1927167163.54408,1986909345.61394,2004791529.66202,2024497026.49048,2034662228.57957,2052368906.14354,..
Central Europe and the Baltics,CEB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,747357310944.273,666107906996.243,633226782355.904,634551498275.022,657958124166.541,695539762230.711,726740500929.381,743108978161.896,762720520888.591,777203521016.077,807932869778.156,832224596360.615,861715593789.618,896292897053.191,948984741191.326,995572169886.693,1061701928866.3,1128932063595.89,1173674124818.09,1131329359608.83,1148744003611.98,1190051936519.15,1200114894492.26,1207875852308.02,1247157668184.38,1297123697168.52,1333237571352.72,1401517693351.45,1472164889716.28,1531139709524.93,1480167019635.12,1576853751533.48,1640988150473.12,1651487698948.26,..
Chad,TCD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2501264393.60972,2714750740.50042,2931969982.99535,2471362276.45237,2721881493.43342,2755538900.44635,2816559566.35669,2975790728.79137,3182655199.36302,3160922431.41833,3133116396.56012,3498379324.94686,3795434053.69194,4354185216.74044,5818470354.42317,6826958691.46941,6871215271.38414,7096007050.05185,7312626256.37665,7621050568.71865,8653710607.33726,8660881919.87498,9430191344.88826,9967712380.06707,10655483043.6524,10950392256.9543,10265387503.3572,9958586279.1443,10195006881.7944,10526057301.7412,10357639675.7671,10236539498.7594,10523606947.1486,10957423661.0644,..
Channel Islands,CHI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10651282856.2361,10267130272.9242,10382639864.8181,9785257886.99542,9833590337.34015,10072261600.1136,10109968846.9524,10232605257.3047,10417455245.2863,10534364582.7133,10700107551.228,9748142573.66108,10716796137.8499,11289283297.0564,11708680810.584,..
Chile,CHL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,71788871549.5837,77391556631.4767,86033645570.0678,91702216494.85,96315019535.2754,104919125196.922,112056685776.986,120339623821.761,125370887061.407,125027832950.762,131243743560.348,135383217068.298,139719269580.07,146318553367.333,156084225513.219,165194933110.731,175189211413.976,184243394524.547,191225100455.441,189087132634.086,200151851754.47,212609096424.814,225695909225.262,233163076989.911,237342873662.242,242450355827.827,246700604504.172,250050047208.954,260027117795.385,261676645409.828,245600606661.894,273436873982.626,279066228503.412,279676771459.229,..
China,CHN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1027379269906.5,1122543213961.28,1282219705619.77,1460239618602.01,1650608234052.85,1831415106374.65,2013138309684.44,2199087464269.01,2371626806476.09,2553332587278.43,2770112908903.6,3001022138034.24,3275124420038.43,3603882407613.85,3968365429214.8,4420544471398.72,4982879973774.79,5691986693310.73,6241302053216.75,6827904909100.22,7554112071638.2,8275592638197,8926363432826.3,9619598215288.48,10333926843443.8,11061572618578.7,11819153423353.8,12640253743744.4,13493442283300.8,14296369668065.2,14616413683019.5,15851276922873.1,16318995784492.7,17175670911003.5,..
Colombia,COL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,120488417446.261,122900122761.671,127871346008.238,134757742185.312,142593449287.222,150011784497.792,153095808839.253,158347444690.971,159249683235.263,152554802278.5,157016818928.93,159651401476.819,163649041384.447,170061255792.911,179130660092.783,187780451739.376,200393418124.055,213896316785.023,220919487240.849,223437193184.792,233479933032.173,249701866578.277,259471791121.288,272793056063.57,285066097496.814,293492370193.166,299618678572.191,303691577641.583,311479214511.795,321405606655.842,298309675728.093,330530695024.886,354622693594.661,356787344438.831,..
Comoros,COM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,529042761.730169,500497533.946274,543194887.415283,559523658.749913,529998809.458295,549132860.565044,542039772.214999,563884807.975476,571116719.694262,582107339.60445,645253637.219987,660306805.1475,675658574.28325,689873563.380625,703116788.896809,723068064.362942,742207354.087379,748145327.237139,777806380.588655,803013068.751461,833349029.459484,867878902.285847,895376863.0776,935366608.181981,955071579.822191,966029600.862227,998106097.535826,1036191459.47692,1073934227.08421,1092843848.73706,1090706717.98077,1112522619.16897,1141481697.75024,1175676774.71104,..
"Congo, Dem. Rep.",COD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,29404734879.0512,26928547011.7025,24101047269.1386,20854865032.2402,20041525962.687,20181816409.8988,19975321585.7342,18853298464.0232,18547091854.4434,17755104912.179,16528062516.7262,16180944606.2133,16657920857.6924,17587070083.9155,18772152630.0713,19923852569.0654,20983996692.9237,22297485299.9942,23685703159.349,24361945145.7942,26093586500.1699,27887434695.4583,29863789011.1578,32396822644.9769,35464895084.4787,37917706497.1793,38827503534.0756,40274584268.021,42619016590.6593,44487659679.0188,45259708653.5116,48065880294.8504,52355494607.5628,56837576516.8446,..
"Congo, Rep.",COG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5627089212.71733,5761878676.24506,5912375954.28022,5854453399.81827,5532863840.08629,5753366411.51292,6000213536.40355,5962723473.06651,6185583409.39015,6025859314.29582,6482377234.59307,6728876234.42485,7037184600.05768,7094415494.39314,7341062186.80916,7910417276.44806,8542162055.68026,7977183901.13328,8480255108.6285,9467126891.81813,10407332392.13,10636909752.5259,11694979455.2472,11611660392.4682,12383378937.2556,12434793867.3568,11354801748.8219,10719526284.7166,10472514332.3273,10590275024.738,9926500702.40064,10027261669.7995,10175199489.7639,10369226732.5707,..
Costa Rica,CRI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,18845898693.2498,19272881732.3082,21046199572.7927,22539888605.2252,23558472567.298,24537080455.4701,24868443787.3919,26230280995.2372,28107138541.4782,29291801356.6403,30425018574.4757,31487207663.2952,32563086627.9419,33968893647.7095,35471881178.9969,36882479548.0029,39584746492.4417,42836685662.1245,44866362740.5382,44474474828.8682,46858459461.2317,48921712048.582,51310359848.0341,52590433317.5191,54453244250.7631,56441920820.5194,58814921621.3159,61260269007.514,62862779082.5908,64382494195.8,61631202097.7205,66522107766.4296,69549856033.0247,73105190307.8725,..
Cote d'Ivoire,CIV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22747083497.3228,22756392780.3066,22700739607.1517,22657044066.1342,22840839521.0746,24468419439.1566,26359663691.9048,28903065478.586,30135465005.6332,30487103687.1804,30406072178.2268,29751121585.5543,28938759334.2241,27571152176.3563,28449303912.4541,28732677632.1669,29541668752.6369,29867049486.2231,31295490700.8623,32423167866.6818,34643522418.9356,32783010325.3471,35281210700.9425,39077544167.6054,42739891584.4862,45815005169.2651,49101205368.91,52739979047.0655,55294253263.7438,59010785540.9857,59423700880.6615,63620992438.4818,67576850897.4936,71766615653.1294,..
Croatia,HRV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,46596559830.5556,36769964787.9542,32462992011.1386,29857647948.5629,31610433628.7296,33746817537.6736,35808404184.0044,38017063244.9442,38873085038.3193,38543171372.8886,39678365282.2696,40912852422.3237,43287159653.9949,45697550022.2559,47603359433.3077,49663193223.0578,52186811453.5612,54821664179.8318,55900878029.5945,52091816697.5999,51396869395.5182,51346628209.0189,50189405844.8756,50126443322.4666,49847163744.5929,51005200669.6941,52770556703.1252,54501936568.9879,56085044234.0737,57823926882.8566,53017808755.2998,59714859477.6201,64066840476.8464,66182676637.3453,..
Cuba,CUB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,52749217702.7609,47108903626.7075,41653408481.7606,35456139102.318,35710334910.446,36587809678.5467,39455836484.9562,40554060118.1077,40618600303.8439,43132386084.3646,45683563278.5995,47138598430.4616,47810239203.2308,49623557376.225,52487103646.4154,58366528662.6983,65408954114.9466,70159041951.1157,73047369063.91,74107509498.1477,75878940053.321,78005296225.1446,80357078126.4622,82564971264.2729,83429902609.353,87132800000,87579654548.8907,89164663930.9702,91169039692.7712,91020354637.1474,81054459000.2587,82070633423.4249,83527267339.326,81916032940.857,..
Curacao,CUW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,2881155239.82198,2861109495.5201,2872469966.14033,2880748042.0172,2886753280.29916,2906280011.14055,2953824854.02756,3026783241.75244,3093010563.026,3076577142.96825,3079109369.28215,3094765331.25038,3083966122.11675,3064361444.8473,3044829285.48859,3058779217.87709,3026120372.58291,2987500779.24655,2924640436.8364,2830872598.16815,2308902993.49337,2405500843.49665,2571624731.74853,2679684402.9766,..
Cyprus,CYP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9942000737.51347,10015521952.0264,10956980916.9959,11033679836.9009,11684666803.9444,12661793478.7767,12819886299.4005,13158445989.4741,13962538458.1021,14660380604.2116,15534917800.5961,16148944831.6379,16750163022.74,17189567724.893,18053574518.0975,18929715182.4214,19822029523.0127,20832570156.7928,21592294823.2158,21157153433.1844,21640286551.9217,21730464387.897,20981332395.2536,19599191958.4445,19251098194.7843,19909278416.8575,21218032952.0546,22438246478.4654,23845498646.5325,25246562673.7657,24433463207.6976,27215888177.2701,29220507767.0398,29983718475.0646,..
Czechia,CZE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,122972963910.768,108689725047.004,108139165567.356,108206108277.86,111354158849.535,118281953148.026,123212636048.58,122478487849.992,121996963422.938,123678521510.239,128638858397.276,132391536317.902,134395228578.688,138831395782.306,145406922302.962,154676655561.766,164921158026.322,173973393363.484,178518044738.046,169952170252.553,174565802530.616,177659773362.468,176290606026.729,176216894679.608,180173337872.859,189107698561.919,193988322699.324,204024435225.367,209798950840.998,217279912678.49,205753475034.301,214043320209.36,220137498815.997,219949654880.837,..
Denmark,DNK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,202073829809.271,205020430066.543,209167606402.311,209002572309.562,220068623440.602,226754355589.978,233320596340.296,240713316133.714,246313036662.653,253621896644.373,263066798839.571,265566018347.455,266778406866.579,267955142394.956,275394519939.124,281892753356.482,292651155607.73,295540131107.448,294307201429.912,279666951279.328,284093791119.24,287817703270.261,287802068095.364,291810211144.337,295539545041.068,301758922337.637,311032111245.335,320538736946.88,326500781458.764,332088518914.51,326176991303.13,350255593023.122,355650135472.963,364524261928.203,..
Djibouti,DJI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2105985489.12352,2254700565.11536,2424391785.43897,2597091693.86547,2738843335.30256,2869607134.04835,3028730597.33671,3068599693.60668,3207372442.69767,3326961776.90297,3549091358.52375,..
Dominica,DMA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,349473877.455821,354183964.059404,361371847.187073,369182589.257494,369309888.895428,380503164.202399,392314752.036481,400889291.93451,416019763.186175,417492801.853705,427263049.065191,426990264.12676,414914984.185527,441275102.069287,454737038.78088,457719487.441064,479046723.210763,509480429.508433,545760826.319816,539377658.76052,543005698.441659,541791805.465639,536054228.927297,530694004.887119,555922065.276388,540737037.037037,555681105.24744,518900602.715599,537309039.644082,566874380.554411,472749937.548637,505325005.612993,533540061.078087,558681739.570186,..
Dominican Republic,DOM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,19981325537.0055,20169977001.9494,22433236554.9309,24085335186.6972,24711639228.2533,26116602360.5497,27677807175.4716,30137054814.5543,32160600643.062,34070956123.7845,35659263104.8034,36536308517.4776,38178653364.9485,37664880865.2421,38632918879.6179,42275322011.052,46153810301.3096,49576554587.8018,51167716220.0417,51651842211.298,55959425617.5869,57712871132.3848,59281142164.8033,62171219427.0016,66554578678.1207,71164826836.5281,75903835172.1732,79446042998.4211,84993384865.6436,89287393475.0793,83287066903.7897,93508047621.0655,98050971574.0699,100365578190.532,..
Early-demographic dividend,EAR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3772309155616.74,3933405082024.35,4094400969595.77,4241580513039.56,4387912001057.81,4496924242454.19,4756707640823.87,4991715401971.43,5114300552702.69,5234010370065.98,5462844835921.88,5525007185114.82,5631367097573.75,5922552279983.97,6289110851374.72,6659535844787.18,7064082175705.15,7467295975980.11,7724822927195.44,7780406063190.64,8286967865765.73,8694956966447.33,9058683565794.05,9425732967452.71,9814220343546.35,10246602222996.3,10699430921435.3,11196023590939.2,11626230323429.6,11900312123754.3,11403343729596.5,12248199938872.3,12924390685229.3,13481834133566.2,..
East Asia & Pacific,EAS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6721306783848.67,7047907629146.76,7346162232363.18,7654448320234.92,8054548044316.91,8510840498364.91,8988844413875.45,9354146299963.62,9395622319800.38,9747011746477.66,10273109684539.2,10611869953137,11076390724255.3,11624674106647.8,12306670517627.3,13032736713026.7,13873903193610,14909274445533.6,15562926193325.7,15961997592786.5,17176377440660.8,18114607743363,19053631486201.7,20053155522199.6,21007573817203.8,22000917165875.9,23026065210163.8,24189505177913.7,25340924107871.4,26344909932430.3,26309597562927.9,27946159763215.4,28747868647942.8,29927723041225.9,..
East Asia & Pacific (excluding high income),EAP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1702405304400.64,1839023650862.36,2044596536604.19,2274844041582.78,2522910711573.37,2772018695130.23,3023202214429.88,3245137602217.54,3339064858669.26,3552133429520.28,3823792335593.46,4090623384348.15,4420280590756.57,4815796249557.34,5255000080585.44,5779359264580.48,6419627632058.89,7221177854323.5,7843387164651,8470031470093.19,9310085530970.51,10114724569968.3,10881500773056.5,11675812724741.1,12491477760828.8,13329363887708.5,14204650765829.9,15157757098426.4,16147246028619.1,17081248187829.1,17293683902859,18608405143397.5,19238524792111.2,20221122607038.4,..
